id,created_at,channel,subject,body,customer_email,first_response_at,resolved_at,satisfaction_score
241432,2026-06-06T12:23:14Z,chat,Package stuck in transit,"Good morning, My box #VB-21011 has been stuck in transit in Austin since June 13. Nine scans, zero movement. At this point a refund might be simpler than a reship. I'm at felix.rivera461@yahoo.com if you need me. My cell is (916) 555-0159.

Sincerely,
Felix",felix.rivera461@yahoo.com,2026-06-06T14:02:14Z,2026-06-06T19:17:14Z,
241438,2026-06-06T12:58:02Z,sms,Order status check,"Hi there, Could I get an order status update on #VB-82566? The site said 3–5 business days and it's been 6. The order's under ethan.silva727@gmail.com.

Sincerely,
Ethan",ethan.silva727@gmail.com,2026-06-06T20:04:02Z,2026-06-07T01:04:02Z,5
241444,2026-06-06T14:26:55Z,email,Internship?,"I'm a cosmetic chemistry student — do you take summer interns in the lab? I'm at sierra.marsh222@yahoo.com if you need me.

Best,
Sierra Marsh",sierra.marsh222@yahoo.com,2026-06-06T22:17:55Z,2026-06-07T20:32:55Z,5
241452,2026-06-06T15:18:03Z,email,Set or build my own?,"Would you recommend the Daily Glow set, or building my own bundle around the Hydra Cleanser? You can reach me at brooke.romano792@gmail.com.

Cheers,
Brooke",brooke.romano792@gmail.com,2026-06-06T23:21:03Z,2026-06-07T14:54:03Z,2
241460,2026-06-06T16:08:13Z,chat,Skip one month?,"Hi there, How do I skip my next box for just one month? I don't want out — just a breather until July. Everything's under tara.hayes23@hotmail.com.

Cheers,
Tara",tara.hayes23@hotmail.com,2026-06-06T17:44:13Z,2026-06-06T20:08:13Z,5
241469,2026-06-06T19:02:20Z,email,It went out anyway?,"You'd moved my Marine Collagen Capsules box to June 21, but I just got a dispatch notice. Where is my order now — and can you send tracking? I'm at sierra.dupont501@icloud.com if you need me. For reference: #VB-52229.",sierra.dupont501@icloud.com,2026-06-06T20:23:20Z,2026-06-06T21:20:20Z,
241477,2026-06-06T19:09:20Z,email,"First order, no news",First time ordering from you — is there any tracking yet for #VB-62633? The receipt came through but nothing since. It was placed with hazel.chen136@hotmail.com.,hazel.chen136@hotmail.com,2026-06-07T02:11:20Z,2026-06-07T07:15:20Z,5
241482,2026-06-06T19:58:11Z,chat,Shade advice,"Good morning, Torn between Golden Medium and Fair. I tan easily in summer — which shade works better year-round? I'm at sophia.silva518@icloud.com if you need me.

Best,
Sophia Silva",sophia.silva518@icloud.com,2026-06-06T22:14:11Z,2026-06-07T02:40:11Z,5
241489,2026-06-06T20:19:48Z,chat,Neighbor got my box? — #VB-36748,"Hi there, The carrier left #VB-36748 somewhere on my street — the photo has a red door and mine is blue. Never showed up here. If it's gone for good, I'd rather just get a refund. The order's under mia.reed641@icloud.com.

Thanks,
Mia",mia.reed641@icloud.com,2026-06-07T05:32:48Z,2026-06-08T10:13:48Z,3
241490,2026-06-06T20:54:00Z,email,Layering question,"Hi there, Can I use it with vitamin C in the morning? Wondering how the Barrier Cream ingredients play with it. I'm at rosa.silva975@outlook.com if you need me.",rosa.silva975@outlook.com,2026-06-07T04:08:00Z,2026-06-07T18:06:00Z,3
241496,2026-06-06T22:48:07Z,email,Can't log in,"Good morning, Can't log in since the site update. I've tried leah.silva445@yahoo.com and my older leahs8@hotmail.com — neither takes the reset. I'm reachable at (415) 555-0133 most afternoons.

Sincerely,
Leah",leah.silva445@yahoo.com,2026-06-07T07:37:07Z,2026-06-08T03:00:07Z,
241505,2026-06-07T07:36:14Z,chat,The code you promised,After last month's mix-up you promised a promo code for my next box — it never came through. Could you send it over? Everything's under layla.ramsey387@icloud.com. The order ref is #VB-18184.,layla.ramsey387@icloud.com,2026-06-07T09:25:14Z,2026-06-07T10:48:14Z,5
241512,2026-06-07T07:36:18Z,chat,Refused the package,"I refused the box at the door — please refund #VB-47615 once it makes its way back to you. Everything's under harper.brooks542@outlook.com.

Regards,
Harper Brooks",harper.brooks542@outlook.com,2026-06-07T16:09:18Z,2026-06-08T09:12:18Z,
241517,2026-06-07T08:12:19Z,chat,Move my date,"Could you push my delivery of the Marine Collagen Capsules to the 14th? The skip button on my end never saves. Last time this happened you had to refund me — let's skip that part. I'm at sophia.bennett107@gmail.com if you need me. The order ref is #VB-23054.

Cheers,
Sophia",sophia.bennett107@gmail.com,2026-06-07T15:22:19Z,2026-06-08T01:54:19Z,2
241525,2026-06-07T08:52:05Z,chat,Tracking not updating,"Good morning, The tracking link for #VB-23406 has said the same thing since Wednesday. Is it actually on the way? It should be coming to 637 Sycamore Way, Asheville. It was placed with hana.rivera660@proton.me.

Best,
Hana Rivera",hana.rivera660@proton.me,2026-06-07T12:11:05Z,2026-06-07T14:34:05Z,
241528,2026-06-07T10:03:40Z,email,Stuck at the hub,"Good afternoon, #VB-84347 has been sitting at the Tacoma hub for 11 days now. Is it stuck in transit for good, or should I wait it out? At this point a refund might be simpler than a reship. The order's under stella.okafor464@hotmail.com. My cell is (415) 555-0157.

Cheers,
Stella",stella.okafor464@hotmail.com,2026-06-07T13:19:40Z,2026-06-07T23:33:40Z,
241534,2026-06-07T11:42:04Z,email,Refused the package,"I refused the box at the door — please refund #VB-71034 once it makes its way back to you. The order's under leah.dupont274@yahoo.com.

Best,
Leah Dupont",leah.dupont274@yahoo.com,2026-06-07T20:52:04Z,2026-06-08T15:30:04Z,4
241538,2026-06-07T14:05:32Z,email,Is my pump defective?,"Is the Renewal Serum pump supposed to lock up like this? Mine seems defective — stopped mid-press and never came back. #VB-86518. Would love a replacement, or a refund failing that. You can reach me at aurora.larsen698@outlook.com.

Cheers,
Aurora",aurora.larsen698@outlook.com,2026-06-07T16:12:32Z,2026-06-07T21:23:32Z,
241546,2026-06-07T19:50:44Z,sms,The code you promised,"After last month's mix-up you promised a promo code for my next box — it never came through. Could you send it over? The order's under elena.vega637@yahoo.com. My cell is (602) 555-0178. For reference: #VB-75163.

Best,
Elena Vega",elena.vega637@yahoo.com,2026-06-07T21:05:44Z,2026-06-07T21:50:44Z,4
241555,2026-06-07T20:52:36Z,email,Where is my order?,"Good morning, I ordered the Marine Collagen Capsules 12 days ago and #VB-73058 still shows just a label. Where is my order? It was placed with keisha.ferris217@hotmail.com.",keisha.ferris217@hotmail.com,2026-06-07T23:24:36Z,2026-06-08T01:10:36Z,
241560,2026-06-07T22:54:09Z,email,Shade match help,I wear a light-medium with golden undertones in my usual tinted moisturizer — what shade is closest for me? You can reach me at gwen.nguyen698@gmail.com.,gwen.nguyen698@gmail.com,2026-06-08T00:53:09Z,2026-06-08T04:42:09Z,4
241565,2026-06-07T22:58:09Z,chat,Password reset loop,"Hi there, Every password reset link loops me back to the sign in page. Tried from sierra.bennett511@icloud.com, then sierrab77@icloud.com. Help? Call or text me at (773) 555-0129 if that's easier.

Regards,
Sierra Bennett",sierra.bennett511@icloud.com,2026-06-08T07:14:09Z,2026-06-09T01:40:09Z,
241570,2026-06-08T08:18:27Z,email,Charged for a box I'd postponed,"I'd moved my June Ashwagandha Softgels refill to next month and was still charged $54. Please refund #VB-87510. This was with the welcome discount, if that matters. You can reach me at layla.brooks366@gmail.com.

Thanks,
Layla",layla.brooks366@gmail.com,2026-06-08T10:48:27Z,2026-06-08T16:00:27Z,4
241578,2026-06-08T09:52:34Z,chat,Retinol question,"Is the Niacinamide Toner safe to use with retinol? I alternate nights. I'm at liam.brooks685@outlook.com if you need me.

Sincerely,
Liam",liam.brooks685@outlook.com,2026-06-08T15:59:34Z,2026-06-09T03:58:34Z,
241583,2026-06-08T10:32:22Z,chat,Pause for two months,"Good morning, I'm traveling for work — please pause my subscription until August. Last time this happened you had to refund me — let's skip that part. You can reach me at leah.kim124@hotmail.com. I'm reachable at (415) 555-0135 most afternoons. For reference: #VB-77788.

Best,
Leah Kim",leah.kim124@hotmail.com,2026-06-08T20:26:22Z,2026-06-09T11:02:22Z,4
241590,2026-06-08T11:44:33Z,email,"First order, no news — #VB-71073","First time ordering from you — is there any tracking yet for #VB-71073? The receipt came through but nothing since. The box is going to 69 Elm Avenue, Providence. Everything's under omar.tanaka120@outlook.com.

Sincerely,
Omar",omar.tanaka120@outlook.com,2026-06-08T16:36:33Z,2026-06-09T01:32:33Z,4
241594,2026-06-08T12:15:31Z,email,Where is the box I postponed?,"The box I asked you to push out went out anyway. Where's my order #VB-89493? If it's coming regardless, I'd at least like the tracking link. You can reach me at hana.hayes294@gmail.com.

Best,
Hana Hayes",hana.hayes294@gmail.com,2026-06-08T13:30:31Z,2026-06-08T14:27:31Z,
241596,2026-06-08T13:00:39Z,email,Set or build my own?,"Would you recommend the Daily Glow set, or building my own bundle around the Hydra Cleanser? I'm at miguel.larsen152@proton.me if you need me.

Regards,
Miguel Larsen",miguel.larsen152@proton.me,2026-06-08T23:12:39Z,2026-06-09T19:06:39Z,
241599,2026-06-08T13:56:03Z,chat,Stacking up,"Loving the Ashwagandha Softgels, but it's stacking up on my shelf. Can we pause the subscription for a cycle? It was placed with stella.dupont64@yahoo.com.

Best,
Stella Dupont",stella.dupont64@yahoo.com,2026-06-08T22:12:03Z,2026-06-09T10:32:03Z,
241602,2026-06-08T14:14:44Z,email,Moving soon,"Good afternoon, Moving on the 11th — can you change my address to 980 Oak Lane, Providence? Old one: 378 Dogwood Drive, Savannah. You can reach me at liam.ellison402@yahoo.com. For reference: #VB-72044.

Cheers,
Liam",liam.ellison402@yahoo.com,2026-06-08T16:27:44Z,2026-06-08T18:26:44Z,
241607,2026-06-08T14:48:56Z,email,Too deep for me?,"Haven't bought anything yet — is Honey Tan too deep if I'm olive-skinned? Happy to be shade-matched before I buy. I'm at charlotte.larsen6@yahoo.com if you need me.

Best,
Charlotte Larsen",charlotte.larsen6@yahoo.com,2026-06-08T16:58:56Z,2026-06-08T21:12:56Z,5
241610,2026-06-08T15:27:20Z,sms,Pump stuck down,"Hi there, The pump head on my Renewal Serum is stuck all the way down and won't spring back — completely stopped working. #VB-19674. A refund works if replacements are out of the question. The order's under hana.larsen878@yahoo.com. I'm reachable at (404) 555-0193 most afternoons.

Regards,
Hana Larsen",hana.larsen878@yahoo.com,2026-06-08T17:54:20Z,2026-06-08T23:39:20Z,1
241614,2026-06-08T17:47:56Z,email,"Second bottle, same pump issue","This is my second Renewal Serum where the pump goes faulty after a week or so. Love the serum, hate the bottle. #VB-28373. Happy with a replacement or a refund — whichever is faster. The order's under leah.ibrahim930@hotmail.com.

Cheers,
Leah",leah.ibrahim930@hotmail.com,2026-06-08T20:05:56Z,2026-06-09T01:29:56Z,2
241615,2026-06-08T18:37:04Z,email,Charged twice,"I was charged twice for #VB-16411 — $86 and then $86 again a minute later. Please refund the duplicate. It was placed with layla.foster431@hotmail.com.

Cheers,
Layla",layla.foster431@hotmail.com,2026-06-08T22:28:04Z,2026-06-09T06:19:04Z,2
241623,2026-06-08T19:35:16Z,sms,Retinol question,"Is the Niacinamide Toner safe to use with retinol? I alternate nights. You can reach me at leah.reed700@outlook.com.

Cheers,
Leah",leah.reed700@outlook.com,2026-06-09T02:05:16Z,2026-06-09T14:47:16Z,
241625,2026-06-08T20:14:54Z,email,Stacking up,"Loving the Renewal Serum, but it's stacking up on my shelf. Can we pause the subscription for a cycle? Fair warning: if a box ships, I'll want a refund on it. I'm at yuki.cruz59@hotmail.com if you need me.

Best,
Yuki Cruz",yuki.cruz59@hotmail.com,2026-06-08T23:47:54Z,2026-06-09T04:56:54Z,
241634,2026-06-08T20:33:48Z,chat,Wrong address on file,"Good afternoon, The address on file is wrong — it should be 16 Juniper Drive, Boise, not 116 Juniper Drive, Ann Arbor. Can you update my address before anything else goes out? The order's under ellie.holloway300@gmail.com. For reference: #VB-83763.

Sincerely,
Ellie",ellie.holloway300@gmail.com,2026-06-09T00:50:48Z,2026-06-09T04:21:48Z,4
241635,2026-06-08T20:35:46Z,sms,Cancel before it leaves — #VB-31917,"The June box went to processing even though I'd moved my date. Can you cancel the order #VB-31917 before it leaves the warehouse? If it's too late, just refund that one instead. It was placed with selena.winslow70@hotmail.com. Call or text me at (916) 555-0142 if that's easier.

Best,
Selena Winslow",selena.winslow70@hotmail.com,2026-06-08T22:29:46Z,2026-06-09T01:05:46Z,5
241638,2026-06-08T20:50:30Z,email,Move my date,"Hi there, Could you push my delivery of the Marine Collagen Capsules to the 3th? The skip button on my end never saves. Everything's under naomi.silva198@outlook.com.",naomi.silva198@outlook.com,2026-06-09T01:39:30Z,2026-06-09T08:32:30Z,
241643,2026-06-08T21:06:29Z,chat,Sensitive skin check,"Is it safe for reactive, rosacea-prone skin? Asking about the Tinted Mineral SPF ingredient list before I commit. I'm at ellie.chen912@outlook.com if you need me.

Best,
Ellie Chen",ellie.chen912@outlook.com,2026-06-09T03:47:29Z,2026-06-09T16:36:29Z,
241644,2026-06-08T21:33:34Z,chat,Refused the package — #VB-70311,"I refused the box at the door — please refund #VB-70311 once it makes its way back to you. This was with the welcome discount, if that matters. Everything's under elena.ramsey403@gmail.com.

Best,
Elena Ramsey",elena.ramsey403@gmail.com,2026-06-09T04:38:34Z,2026-06-09T19:09:34Z,
241648,2026-06-08T22:01:45Z,email,Charged for a box I'd postponed — #VB-65890,"I'd moved my June Renewal Serum refill to next month and was still charged $38. Please refund #VB-65890. It was placed with ellie.cole479@yahoo.com.

Cheers,
Ellie",ellie.cole479@yahoo.com,2026-06-09T00:13:45Z,2026-06-09T04:43:45Z,
241652,2026-06-09T07:14:16Z,email,Cutting it close,"Hi there, When will it arrive? I bought the Hydra Cleanser for a trip on the 15th and I'm getting nervous. #VB-43800. The box is going to 388 Oak Lane, Providence. You can reach me at stella.tanaka336@outlook.com.

Best,
Stella Tanaka",stella.tanaka336@outlook.com,2026-06-09T14:05:16Z,2026-06-09T18:56:16Z,
241661,2026-06-09T09:05:04Z,email,Return request,"I'd like to return the Rosewater Mist — it's just not agreeing with my skin. #VB-57949. The order's under lucy.holloway265@icloud.com. Call or text me at (718) 555-0149 if that's easier.

Best,
Lucy Holloway",lucy.holloway265@icloud.com,2026-06-09T13:02:04Z,2026-06-09T22:29:04Z,
241667,2026-06-09T09:11:27Z,chat,Skip didn't save (again),"Good afternoon, This is my third message about the same thing — please just pause my Biotin+ Gummies subscription until August and confirm by reply. Everything's under tara.hayes23@hotmail.com. I'm reachable at (404) 555-0100 most afternoons.

Best,
Tara Hayes",tara.hayes23@hotmail.com,2026-06-09T10:53:27Z,2026-06-09T13:23:27Z,5
241672,2026-06-09T10:18:38Z,email,"First order, no news — #VB-61898","First time ordering from you — is there any tracking yet for #VB-61898? The receipt came through but nothing since. You can reach me at priya.tanaka794@yahoo.com.

Regards,
Priya Tanaka",priya.tanaka794@yahoo.com,2026-06-09T13:22:38Z,2026-06-09T15:30:38Z,4
241673,2026-06-09T10:57:41Z,chat,Dry skin starter?,"Can you recommend a bundle for very dry skin? Starting my routine from scratch. You can reach me at sierra.ramsey888@hotmail.com.

Thanks,
Sierra",sierra.ramsey888@hotmail.com,2026-06-09T20:49:41Z,2026-06-10T15:57:41Z,5
241680,2026-06-09T11:41:04Z,chat,Duplicate order,"Please cancel my order #VB-50888 — I accidentally placed it twice within a minute. Everything's under zoe.rhodes661@proton.me.

Thanks,
Zoe",zoe.rhodes661@proton.me,2026-06-09T15:58:04Z,2026-06-09T22:05:04Z,
241681,2026-06-09T12:00:53Z,email,Still waiting,"Hi there, Still waiting for my order — #VB-71381, placed June 7. Any idea when it goes out? The order's under liam.haddad220@outlook.com. My cell is (617) 555-0175.

Cheers,
Liam",liam.haddad220@outlook.com,2026-06-09T16:23:53Z,2026-06-10T02:12:53Z,
241683,2026-06-09T13:05:35Z,email,Tracking not updating,"Good morning, The tracking link for #VB-71750 has said the same thing since Monday. Is it actually on the way? The order's under hazel.moreau451@proton.me.

Sincerely,
Hazel",hazel.moreau451@proton.me,2026-06-09T15:36:35Z,2026-06-09T17:23:35Z,4
241686,2026-06-09T13:28:47Z,email,Charged for a box I'd postponed — #VB-59421,"Good afternoon, I'd moved my June Biotin+ Gummies refill to next month and was still charged $42. Please refund #VB-59421. This was with the welcome discount, if that matters. I'm at layla.ramsey387@icloud.com if you need me.",layla.ramsey387@icloud.com,2026-06-09T16:26:47Z,2026-06-09T22:28:47Z,
241695,2026-06-09T14:45:21Z,email,Too deep for me?,"Haven't bought anything yet — is Fair too deep if I'm olive-skinned? Happy to be shade-matched before I buy. I'm at evelyn.ramsey55@yahoo.com if you need me.

Cheers,
Evelyn",evelyn.ramsey55@yahoo.com,2026-06-09T17:53:21Z,2026-06-10T00:03:21Z,5
241701,2026-06-09T16:21:03Z,email,Dry skin starter?,Can you recommend a bundle for very dry skin? Starting my routine from scratch. I'm at erin.okafor877@outlook.com if you need me.,erin.okafor877@outlook.com,2026-06-10T03:37:03Z,2026-06-11T01:27:03Z,4
241706,2026-06-09T16:23:27Z,chat,Swap for the lighter one,"Would love to exchange my Tinted Mineral SPF for the lighter one — used it once. #VB-74347. The order's under ruby.ellison31@icloud.com. I'm reachable at (404) 555-0121 most afternoons.

Best,
Ruby Ellison",ruby.ellison31@icloud.com,2026-06-09T23:13:27Z,2026-06-10T15:11:27Z,5
241712,2026-06-09T16:47:15Z,chat,Can't get product out,"Half a bottle of Renewal Serum left and the pump seems defective — it won't pull anything up. I've resorted to unscrewing the top. #VB-89870. Would love a replacement, or a refund failing that. The order's under ellie.haddad462@gmail.com.

Sincerely,
Ellie",ellie.haddad462@gmail.com,2026-06-09T19:22:15Z,2026-06-10T01:35:15Z,
241721,2026-06-09T17:30:01Z,chat,Shade match help,"I wear a light-medium with golden undertones in my usual tinted moisturizer — what shade is closest for me? You can reach me at elena.ibrahim497@icloud.com.

Regards,
Elena Ibrahim",elena.ibrahim497@icloud.com,2026-06-09T20:01:01Z,2026-06-10T00:54:01Z,3
241729,2026-06-09T17:40:04Z,email,Coupon question,Can the welcome coupon stack with the 10% off from the skin quiz? Cart's ready to go either way. You can reach me at willa.cole485@icloud.com. The order ref is #VB-39737.,willa.cole485@icloud.com,2026-06-09T23:41:04Z,2026-06-10T04:10:04Z,3
241735,2026-06-09T17:41:29Z,email,Best value bundle,"Which bundle would you recommend for combination skin on a budget — the Daily Glow set or something smaller? You can reach me at priya.hartley427@yahoo.com.

Regards,
Priya Hartley",priya.hartley427@yahoo.com,2026-06-10T04:00:29Z,2026-06-11T00:17:29Z,4
241743,2026-06-09T18:49:26Z,email,"First order, no news — #VB-13949","First time ordering from you — is there any tracking yet for #VB-13949? The receipt came through but nothing since. I'm at ellie.rivera874@hotmail.com if you need me.

Sincerely,
Ellie",ellie.rivera874@hotmail.com,2026-06-09T21:44:26Z,2026-06-09T23:49:26Z,5
241745,2026-06-09T20:17:49Z,email,Which shade?,I'm fair with cool undertones — which shade of the Tinted Mineral SPF should I go for? I'm at evelyn.tanaka521@outlook.com if you need me.,evelyn.tanaka521@outlook.com,2026-06-09T23:53:49Z,2026-06-10T06:47:49Z,2
241746,2026-06-09T20:48:28Z,chat,Order overdue,"Hasn't arrived yet — I ordered the Overnight Repair Mask June 14 and the estimate said by June 25. #VB-51865. You can reach me at keisha.whitfield65@icloud.com.

Cheers,
Keisha",keisha.whitfield65@icloud.com,2026-06-10T04:14:28Z,2026-06-10T09:30:28Z,
241751,2026-06-09T21:31:34Z,email,Swap for the lighter one,"Good afternoon, Would love to exchange my Tinted Mineral SPF for the lighter one — used it once. #VB-78135. It was placed with hazel.sutton695@proton.me.

Thanks,
Hazel",hazel.sutton695@proton.me,2026-06-09T23:45:34Z,2026-06-10T05:19:34Z,5
241759,2026-06-09T22:14:24Z,chat,New address before my next box,"Before my next box goes out, please update my address to 972 Chestnut Street, Ann Arbor — the 284 Birch Road, Boulder one is my old place. Everything's under andre.okafor654@gmail.com. That's order #VB-85392.

Thanks,
Andre",andre.okafor654@gmail.com,2026-06-10T00:17:24Z,2026-06-10T01:50:24Z,4
241763,2026-06-09T22:44:52Z,email,Still waiting,"Still waiting for my order — #VB-15329, placed June 8. Any idea when it goes out? Everything's under liam.moreau176@icloud.com.

Regards,
Liam Moreau",liam.moreau176@icloud.com,2026-06-10T01:09:52Z,2026-06-10T02:50:52Z,
241772,2026-06-09T22:46:19Z,email,Did it go through?,"Sorry to nag — no reply on my last note. Is my subscription officially on hold for June? I don't want another box yet. Everything's under elena.vega637@yahoo.com.

Best,
Elena Vega",elena.vega637@yahoo.com,2026-06-10T02:37:19Z,2026-06-10T08:16:19Z,1
241777,2026-06-09T22:55:23Z,sms,Didn't work out,"Good afternoon, Sadly the Marine Collagen Capsules broke me out. Can I return the rest of the set? #VB-17444. The order's under sophia.hayes610@proton.me.

Sincerely,
Sophia",sophia.hayes610@proton.me,2026-06-10T04:38:23Z,2026-06-10T18:31:23Z,5
241784,2026-06-10T07:32:38Z,email,Moving soon,"Moving on the 10th — can you change my address to 961 Maple Street, Portland? Old one: 290 Birch Road, Savannah. You can reach me at morgan.nguyen490@icloud.com. The order ref is #VB-61519.

Thanks,
Morgan",morgan.nguyen490@icloud.com,2026-06-10T12:31:38Z,2026-06-10T16:56:38Z,5
241793,2026-06-10T07:56:28Z,email,Pause for two months,"I'm traveling for work — please pause my subscription until August. If it bills anyway, I'll be asking for a refund. Everything's under dana.bishop80@outlook.com. For reference: #VB-39923.

Cheers,
Dana",dana.bishop80@outlook.com,2026-06-10T10:09:28Z,2026-06-10T13:14:28Z,4
241798,2026-06-10T08:44:23Z,sms,One more thing,"Hi there, Can you add to my order? One more Barrier Cream on #VB-30645 before it goes out. If it's too late, just refund that one instead. You can reach me at ethan.ellison465@outlook.com.

Best,
Ethan Ellison",ethan.ellison465@outlook.com,2026-06-10T11:37:23Z,2026-06-10T15:38:23Z,
241807,2026-06-10T10:00:40Z,email,Content partnership,"Good afternoon, I make beauty content and my audience keeps asking about your serum. Is there someone on brand partnerships I can talk to? I'm at ava.nguyen884@gmail.com if you need me.",ava.nguyen884@gmail.com,2026-06-10T13:42:40Z,2026-06-10T23:36:40Z,
241811,2026-06-10T10:13:38Z,email,"First order, no news","First time ordering from you — is there any tracking yet for #VB-48575? The receipt came through but nothing since. It was placed with erin.rhodes175@hotmail.com. Call or text me at (702) 555-0164 if that's easier.

Thanks,
Erin",erin.rhodes175@hotmail.com,2026-06-10T12:34:38Z,2026-06-10T14:13:38Z,4
241818,2026-06-10T10:43:48Z,email,Still waiting — #VB-12304,"Still waiting for my order — #VB-12304, placed June 11. Any idea when it goes out? It should be coming to 486 Alder Place, Tucson. I'm at sophia.silva862@yahoo.com if you need me.

Best,
Sophia Silva",sophia.silva862@yahoo.com,2026-06-10T14:05:48Z,2026-06-10T16:31:48Z,
241826,2026-06-10T12:09:23Z,email,Skip + new inbox,"My subscription is under noahk21@gmail.com but I've switched over to noah.kim202@hotmail.com — can you make sure the skip I asked for landed on the right one?

Thanks,
Noah",noah.kim202@hotmail.com,2026-06-10T18:57:23Z,2026-06-11T04:51:23Z,2
241830,2026-06-10T12:45:01Z,email,Skip one month?,"Good morning, How do I skip my next box for just one month? I don't want out — just a breather until July. Everything's under selena.hayes273@yahoo.com. The order ref is #VB-13419.

Cheers,
Selena",selena.hayes273@yahoo.com,2026-06-10T18:22:01Z,2026-06-11T02:27:01Z,
241836,2026-06-10T12:45:59Z,email,Cancel this month's box,"My next box is queued for tomorrow — please cancel the order (#VB-25238); I still have plenty left. Otherwise a refund works too. I'm at sierra.dupont501@icloud.com if you need me.

Thanks,
Sierra",sierra.dupont501@icloud.com,2026-06-10T14:08:59Z,2026-06-10T16:09:59Z,
241841,2026-06-10T13:40:44Z,email,Is my package coming?,"Just checking in — where's my order? #VB-59162. The porch has been empty all week 😕 It's headed to 434 Chestnut Street, Plano. I'm at isabella.nguyen711@gmail.com if you need me.

Regards,
Isabella Nguyen",isabella.nguyen711@gmail.com,2026-06-10T20:20:44Z,2026-06-11T01:04:44Z,4
241847,2026-06-10T14:09:38Z,chat,Careers,"Good morning, Do you have openings on your support team? I've admired how you talk to customers and I'd love to send a portfolio.",zoe.vaughn235@yahoo.com,2026-06-10T21:37:38Z,2026-06-11T17:57:38Z,4
241848,2026-06-10T14:41:22Z,email,Order overdue,"Hasn't arrived yet — I ordered the Ashwagandha Softgels June 2 and the estimate said by June 12. #VB-84354. It's headed to 116 Bluebell Lane, Tucson. The order's under ivy.silva129@yahoo.com.

Cheers,
Ivy",ivy.silva129@yahoo.com,2026-06-10T19:44:22Z,2026-06-11T03:23:22Z,4
241853,2026-06-10T15:46:17Z,facebook,Any update? — #VB-23398,Any update on my order #VB-23398? No word since the order went through on June 2. You can reach me at harper.vaughn988@icloud.com. Call or text me at (773) 555-0116 if that's easier.,harper.vaughn988@icloud.com,2026-06-10T22:30:17Z,2026-06-11T03:16:17Z,
241854,2026-06-10T15:54:10Z,email,Where's my refund?,"Good morning, You approved my refund for #VB-87128 on June 4 and it still hasn't landed on my card. Can you check? It was bought on a discount, so the math might be odd on your end. I'm at jamie.marsh165@gmail.com if you need me. I'm reachable at (415) 555-0171 most afternoons.",jamie.marsh165@gmail.com,2026-06-10T21:15:10Z,2026-06-11T08:06:10Z,
241858,2026-06-10T16:12:50Z,chat,Coupon question,"Can the welcome coupon stack with the 10% off from the skin quiz? Cart's ready to go either way. Everything's under amara.hartley212@gmail.com. The order ref is #VB-76651.

Sincerely,
Amara",amara.hartley212@gmail.com,2026-06-10T21:28:50Z,2026-06-11T01:00:50Z,2
241864,2026-06-10T17:32:01Z,chat,Gift didn't land,"Good morning, Got the Barrier Cream as a gift and it's not my thing. How do I set up a return? #VB-59183. A refund to the original card would be ideal. I'm at 179 Oak Lane, Portland if the label needs it. It was placed with quinn.larsen963@yahoo.com.

Cheers,
Quinn",quinn.larsen963@yahoo.com,2026-06-11T03:27:01Z,2026-06-12T03:02:01Z,5
241870,2026-06-10T17:44:24Z,email,Where is the box I postponed? — #VB-22472,"Good morning, The box I asked you to push out went out anyway. Where's my order #VB-22472? If it's coming regardless, I'd at least like the tracking link. It was placed with sophia.bennett107@gmail.com.

Thanks,
Sophia",sophia.bennett107@gmail.com,2026-06-10T19:17:24Z,2026-06-10T20:20:24Z,2
241874,2026-06-10T18:54:50Z,chat,Gift didn't land,"Hi there, Got the Marine Collagen Capsules as a gift and it's not my thing. How do I set up a return? #VB-59556. I'd prefer a refund over credit, if possible. It was placed with derek.moreau970@hotmail.com.

Best,
Derek Moreau",derek.moreau970@hotmail.com,2026-06-11T04:32:50Z,2026-06-12T04:00:50Z,
241877,2026-06-10T20:09:54Z,email,Cancel please,"Good afternoon, Please cancel the order if it hasn't left yet — #VB-81674. I'll reorder next month when I'm back home. It was placed with miguel.reed183@yahoo.com. Call or text me at (773) 555-0136 if that's easier.

Regards,
Miguel Reed",miguel.reed183@yahoo.com,2026-06-10T22:54:54Z,2026-06-11T02:33:54Z,
241882,2026-06-10T20:41:30Z,email,Can't log in,"Can't log in since the site update. I've tried riley.holloway68@icloud.com and my older rileyh36@gmail.com — neither takes the reset. My cell is (512) 555-0134.

Thanks,
Riley",riley.holloway68@icloud.com,2026-06-11T03:07:30Z,2026-06-11T16:35:30Z,4
241885,2026-06-10T21:05:09Z,email,Stuck at the hub — #VB-37180,"#VB-37180 has been sitting at the Tacoma hub for 14 days now. Is it stuck in transit for good, or should I wait it out? At this point a refund might be simpler than a reship. The order's under andre.rhodes820@icloud.com.

Thanks,
Andre",andre.rhodes820@icloud.com,2026-06-10T23:56:09Z,2026-06-11T08:29:09Z,2
241886,2026-06-10T21:36:04Z,email,"First order, no news — #VB-66331","First time ordering from you — is there any tracking yet for #VB-66331? The receipt came through but nothing since. I'm at amara.ellison758@hotmail.com if you need me.

Best,
Amara Ellison",amara.ellison758@hotmail.com,2026-06-11T01:50:04Z,2026-06-11T09:54:04Z,
